Train_No,Route,Journey_Duration
59168,RAJPIPLA to ANKLESHWAR J,2 hours 45 minutes
55466,BAMANHAT to ALIPUR DUAR,2 hours 45 minutes
77218,MACHILIPATNA to VIJAYWADA JN,2 hours 45 minutes
77242,RAJAHMUNDRY to BHIMAVARAM J,2 hours 45 minutes
63293,DEHRI-ON-SON to MUGHAL SARAI,2 hours 45 minutes
74029,SONIPAT to JIND JN,2 hours 45 minutes
55359,KASGANJ JN. to BAREILLY CIT,2 hours 45 minutes
12119,AMRAVATI to AJNI,2 hours 45 minutes
54025,ROHTAK JN. to PANIPAT JN.,2 hours 45 minutes
64055,PALWAL to GHAZIABAD JN,2 hours 45 minutes
57522,PURNA  JN. to PARLI VAIJNA,2 hours 45 minutes
59167,ANKLESHWAR J to RAJPIPLA,2 hours 45 minutes
55142,NAUTANWA to GORAKHPUR JN,2 hours 45 minutes
57521,PARLI VAIJNA to PURNA  JN.,2 hours 45 minutes
54152,KANPUR CENTR to FATEHPUR,2 hours 45 minutes
66511,KRANTIVIRA S to MARIKUPPAM,2 hours 45 minutes
57401,TIRUPATI to KATPADI JN,2 hours 45 minutes
40711,CHENNAI BEAC to TIRUMALPUR,2 hours 45 minutes
66049,ARAKKONAM JN to TIRUPATI,2 hours 45 minutes
55894,RANGAPARA NO to RANGIYA JN.,2 hours 45 minutes
30346,BANGAON JN. to MAJERHAT,2 hours 45 minutes
16003,CHENNAI CENT to NAGARSOL,2 hours 45 minutes
5864,RANGAPARA NO to RANGIYA JN.,2 hours 45 minutes
67277,FALAKNUMA to JANGAON,2 hours 45 minutes
74675,AMRITSAR JN. to PATHANKOT JN,2 hours 45 minutes
56611,PALAKKAD JN to NILAMBUR ROA,2 hours 45 minutes
40804,KANCHIPURAM to CHENNAI BEAC,2 hours 45 minutes
16215,MYSORE JN. to KRANTIVIRA S,2 hours 45 minutes
66605,COIMBATORE to SHORANUR JN.,2 hours 45 minutes
15529,SAHARSA JN. to ANAND VIHAR,2 hours 45 minutes
56889,TIRUPATI to KATPADI JN,2 hours 45 minutes
66604,SHORANUR JN. to COIMBATORE,2 hours 45 minutes
66601,ERODE JN. to COIMBATORE,2 hours 45 minutes
5062,BARHNI to GORAKHPUR JN,2 hours 45 minutes
8872,DURG to GONDIA JN.,2 hours 45 minutes
40761,CHENNAI BEAC to TIRUMALPUR,2 hours 45 minutes
51764,MANIKPUR JN. to SATNA,2 hours 45 minutes
56376,ERNAKULAM. J to GURUVAYUR,2 hours 45 minutes
77270,MACHILIPATNA to VIJAYWADA JN,2 hours 45 minutes
74648,JALANDHAR CI to LUDHIANA JN.,2 hours 45 minutes
70104,KAWR to PERNEM,2 hours 45 minutes
22643,ERNAKULAM. J to PATNA JN.,2 hours 45 minutes
63249,PATNA JN. to GAYA JN.,2 hours 45 minutes
9761,SHRI GANGANA to SURATGARH JN,2 hours 45 minutes
13014,RAMPUR HAT to BARDDHAMAN J,2 hours 45 minutes
69108,AHMEDABAD to VADODARA JN.,2 hours 45 minutes
63254,GAYA JN. to PATNA JN.,2 hours 45 minutes
38825,HOWRAH JN. to MIDNAPORE,2 hours 45 minutes
75272,SASARAM to ARA,2 hours 45 minutes
34794,SEALDAH to NAMKHANA,2 hours 45 minutes
38730,KHARAGPUR to HOWRAH JN.,2 hours 45 minutes
34793,NAMKHANA to SEALDAH,2 hours 45 minutes
78821,GONDIA JN. to KATANGI,2 hours 45 minutes
75221,SONPUR JN. to CHHAPRA JN.,2 hours 45 minutes
18208,AJMER JN. to DURG,2 hours 45 minutes
38713,HOWRAH JN. to KHARAGPUR,2 hours 45 minutes
52236,SHAHJAHANPUR to PILIBHIT JN.,2 hours 45 minutes
53443,HANSDIHA to BHAGALPUR,2 hours 45 minutes
12846,BANGALORE CA to BHUBANESWAR,2 hours 45 minutes
52298,SHAHJAHANPUR to PILIBHIT JN.,2 hours 45 minutes
53036,BARHARWA JN. to AZIMGANJ JN.,2 hours 45 minutes
12516,SILCHAR to TRIVANDRUM C,2 hours 45 minutes
53434,BARHARWA JN. to AZIMGANJ JN.,2 hours 45 minutes
57517,HYDERABAD DE to TANDUR,2 hours 45 minutes
56317,KOCHUVELI to NAGERCOIL JN,2 hours 45 minutes
64113,KHURJA JN to SHAKUR BASTI,2 hours 45 minutes
12508,SILCHAR to TRIVANDRUM C,2 hours 45 minutes
68716,ITWARI JN. to GONDIA JN.,2 hours 45 minutes
74004,REWARI JN. to DELHI JN.,2 hours 45 minutes
38821,HOWRAH JN. to MIDNAPORE,2 hours 45 minutes
74986,FAZILKA JN. to BATHINDA JN,2 hours 45 minutes
31864,LALGOLA to KRISHNA NAGA,2 hours 45 minutes
78052,BANKURA to GRAM MASAGRA,2 hours 45 minutes
56652,KANNUR to CALICUT,2 hours 45 minutes
78056,BANKURA to GRAM MASAGRA,2 hours 45 minutes
17404,NARASAPUR to GUDIVADA JN.,2 hours 45 minutes
31923,SEALDAH to GEDE,2 hours 44 minutes
78060,BANKURA to GRAM MASAGRA,2 hours 44 minutes
93006,DAHANU ROAD to CHURCHGATE,2 hours 44 minutes
31921,SEALDAH to GEDE,2 hours 43 minutes
93025,CHURCHGATE to DAHANU ROAD,2 hours 43 minutes
31927,SEALDAH to GEDE,2 hours 43 minutes
31911,SEALDAH to GEDE,2 hours 42 minutes
34792,SEALDAH to NAMKHANA,2 hours 42 minutes
31861,KRISHNA NAGA to LALGOLA,2 hours 42 minutes
38704,KHARAGPUR to HOWRAH JN.,2 hours 42 minutes
75280,BIRAUL to DARBHANGA JN,2 hours 42 minutes
34791,NAMKHANA to SEALDAH,2 hours 42 minutes
31866,LALGOLA to KRISHNA NAGA,2 hours 42 minutes
31919,SEALDAH to GEDE,2 hours 41 minutes
31915,SEALDAH to GEDE,2 hours 41 minutes
31929,SEALDAH to GEDE,2 hours 41 minutes
78061,GRAM MASAGRA to BANKURA,2 hours 41 minutes
40802,KANCHIPURAM to CHENNAI BEAC,2 hours 41 minutes
30135,MAJERHAT to RANAGHAT JN.,2 hours 41 minutes
31926,GEDE to SEALDAH,2 hours 41 minutes
22413,MADGOAN JN. to HAZRAT NIZAM,2 hours 40 minutes
13238,KOTA to PATNA JN.,2 hours 40 minutes
22967,AHMEDABAD to ALLAHABAD JN,2 hours 40 minutes
14796,PANIPAT JN. to BHIWANI JN.,2 hours 40 minutes
66043,CHENNAI BEAC to MELMARUVATHU,2 hours 40 minutes
63570,BAIDYANATHDH to ASANSOL MAIN,2 hours 40 minutes
58201,BILASPUR JN. to RAIPUR JN.,2 hours 40 minutes
31916,GEDE to SEALDAH,2 hours 40 minutes
64019,PALWAL to SHAKUR BASTI,2 hours 40 minutes
57429,TIRUPATI to GUDUR JN.,2 hours 40 minutes
64051,PALWAL to GHAZIABAD JN,2 hours 40 minutes
53069,BARDDHAMAN J to RAMPUR HAT,2 hours 40 minutes
13240,KOTA to PATNA JN.,2 hours 40 minutes
76805,MANNARGUDI to TIRUCHIRAPPA,2 hours 40 minutes
43938,ARAKKONAM JN to VELACHEERY,2 hours 40 minutes
6769,PALGHAT TOWN to PALANI,2 hours 40 minutes
2841,SANTRAGACHI to CHENNAI CENT,2 hours 40 minutes
58212,BILASPUR JN. to GEVRA-ROAD,2 hours 40 minutes
30361,MAJERHAT to HASANABAD,2 hours 40 minutes
68739,PENDRA ROAD to BILASPUR JN.,2 hours 40 minutes
63252,GAYA JN. to PATNA JN.,2 hours 40 minutes
66523,KRANTIVIRA S to HINDUPUR,2 hours 40 minutes
40757,CHENNAI BEAC to TIRUMALPUR,2 hours 40 minutes
63593,PURULIA JN. to ASANSOL MAIN,2 hours 40 minutes
55686,SILCHAR to MAISHASHAN,2 hours 40 minutes
63562,BAIDYANATHDH to ASANSOL MAIN,2 hours 40 minutes
55909,SIMALUGURI J to DIBRUGARH TO,2 hours 40 minutes
55217,MUZAFFARPUR to PATLIPUTRA,2 hours 40 minutes
68016,TATANAGAR JN to KHARAGPUR,2 hours 40 minutes
56370,ERNAKULAM. J to GURUVAYUR,2 hours 40 minutes
68011,KHARAGPUR to TATANAGAR JN,2 hours 40 minutes
74003,DELHI JN. to REWARI JN.,2 hours 40 minutes
68013,KHARAGPUR to TATANAGAR JN,2 hours 40 minutes
75728,HAIBARGAON to GUWAHATI,2 hours 40 minutes
55910,DIBRUGARH TO to SIMALUGURI J,2 hours 40 minutes
19036,AHMEDABAD to VADODARA JN.,2 hours 40 minutes
68021,KHARAGPUR to BALASORE,2 hours 40 minutes
68022,BALASORE to KHARAGPUR,2 hours 40 minutes
56305,KOTTAYAM to QUILON,2 hours 40 minutes
54085,DELHI JN. to REWARI JN.,2 hours 40 minutes
56646,SUBRAHMANYA to MANGALORE CE,2 hours 40 minutes
12173,LOKMANYA TIL to PARTAPGARH J,2 hours 40 minutes
52231,PILIBHIT JN. to SHAHJAHANPUR,2 hours 40 minutes
51882,AGRA CANTT to GWALIOR JN,2 hours 40 minutes
56803,TIRUNELVELI to SENGOTTAI JN,2 hours 40 minutes
68089,MIDNAPORE to ADRA,2 hours 40 minutes
54766,BATHINDA JN to DHURI JN.,2 hours 40 minutes
77691,JALNA to NAGARSOL,2 hours 40 minutes
16557,MYSORE JN. to KRANTIVIRA S,2 hours 40 minutes
68713,GONDIA JN. to ITWARI JN.,2 hours 40 minutes
74975,FIROZPUR CAN to FAZILKA JN.,2 hours 40 minutes
64532,AMBALA CANTT to PANIPAT JN.,2 hours 40 minutes
54001,TILAK BRIDGE to ROHTAK JN.,2 hours 40 minutes
57685,SOLAPUR to BIJAPUR JN,2 hours 40 minutes
54397,SAMBAHAL HAT to MORADABAD JN,2 hours 40 minutes
64536,PANIPAT JN. to DELHI JN.,2 hours 40 minutes
12723,HYDERABAD DE to NEW DELHI,2 hours 40 minutes
67272,VIJAYWADA JN to DORNAKAL JN.,2 hours 40 minutes
16233,MAYILADUTURA to TIRUCHIRAPPA,2 hours 40 minutes
31863,KRISHNA NAGA to LALGOLA,2 hours 40 minutes
8065,KHARAGPUR to BANKURA,2 hours 40 minutes
71092,ROHA to DIVA JN,2 hours 40 minutes
20903,VADODARA JN. to VARANASI JN.,2 hours 40 minutes
30111,BALLYGUNGE J to BARRACKPORE,2 hours 4 minutes
34054,NAIHATI JN. to BUDGE BUDGE,2 hours 4 minutes
30331,MAJERHAT to HABRA,2 hours 4 minutes
93026,DAHANU ROAD to CHURCHGATE,2 hours 39 minutes
30344,BANGAON JN. to MAJERHAT,2 hours 38 minutes
31918,GEDE to SEALDAH,2 hours 38 minutes
93033,CHURCHGATE to DAHANU ROAD,2 hours 38 minutes
31928,GEDE to SEALDAH,2 hours 37 minutes
30342,BANGAON JN. to MAJERHAT,2 hours 37 minutes
31924,GEDE to SEALDAH,2 hours 37 minutes
31925,SEALDAH to GEDE,2 hours 37 minutes
30145,BENOY BADAL to KRISHNA NAGA,2 hours 37 minutes
68008,JHARGRAM to SANTRAGACHI,2 hours 37 minutes
54417,DELHI JN. to REWARI JN.,2 hours 35 minutes
74002,REWARI JN. to DELHI JN.,2 hours 35 minutes
54785,FIROZPUR CAN to FAZILKA JN.,2 hours 35 minutes
74012,ROHTAK JN. to DELHI JN.,2 hours 35 minutes
74030,JIND JN to SONIPAT,2 hours 35 minutes
52954,VERAVAL MG to KODINAR,2 hours 35 minutes
59205,KANALUS to PORBANDAR,2 hours 35 minutes
53068,RAMPUR HAT to BARDDHAMAN J,2 hours 35 minutes
56393,KOTTAYAM to QUILON,2 hours 35 minutes
38702,KHARAGPUR to HOWRAH JN.,2 hours 35 minutes
73263,ISLAMPUR to PATNA JN.,2 hours 35 minutes
1708,ATARI JN to JABALPUR,2 hours 35 minutes
38706,KHARAGPUR to HOWRAH JN.,2 hours 35 minutes
37832,BARDDHAMAN J to HOWRAH JN.,2 hours 35 minutes
54414,REWARI JN. to DELHI JN.,2 hours 35 minutes
52931,JETALSAR JN to DHASA JN (MG,2 hours 35 minutes
74987,BATHINDA JN to FAZILKA JN.,2 hours 35 minutes
38703,HOWRAH JN. to KHARAGPUR,2 hours 35 minutes
57686,BIJAPUR JN to SOLAPUR,2 hours 35 minutes
38708,KHARAGPUR to HOWRAH JN.,2 hours 35 minutes
4774,SURATGARH JN to SHRI GANGANA,2 hours 35 minutes
56380,KAYANKULAM J to ERNAKULAM. J,2 hours 35 minutes
74692,QADIAN to AMRITSAR JN.,2 hours 35 minutes
38710,KHARAGPUR to HOWRAH JN.,2 hours 35 minutes
50107,SAWANTWADI R to MADGOAN JN.,2 hours 35 minutes
14629,LUDHIANA JN. to FIROZPUR CAN,2 hours 35 minutes
12177,HOWRAH JN. to MATHURA JN.,2 hours 35 minutes
75235,RAXAUL JN. to NARKATIAGANJ,2 hours 35 minutes
74855,BIKANER JN. to RATANAGARH J,2 hours 35 minutes
75234,SITAMARHI to RAXAUL JN.,2 hours 35 minutes
52587,KURSEONG to DARJEELING,2 hours 35 minutes
74020,JIND JN to SONIPAT,2 hours 35 minutes
56371,GURUVAYUR to ERNAKULAM. J,2 hours 35 minutes
58209,GEVRA-ROAD to BILASPUR JN.,2 hours 35 minutes
15014,KATHGODAM to JAISALMER,2 hours 35 minutes
40803,CHENNAI BEAC to KANCHIPURAM,2 hours 35 minutes
40801,CHENNAI BEAC to KANCHIPURAM,2 hours 35 minutes
64052,GHAZIABAD JN to PALWAL,2 hours 35 minutes
40756,TIRUMALPUR to CHENNAI BEAC,2 hours 35 minutes
59826,BHIND to GWALIOR JN,2 hours 35 minutes
56797,TIRUNELVELI to BAGAVATHIPUR,2 hours 35 minutes
18403,CHAKARADHARP to BARBIL,2 hours 35 minutes
64057,PALWAL to GHAZIABAD JN,2 hours 35 minutes
56508,KRANTIVIRA S to MARIKUPPAM,2 hours 35 minutes
68688,DIGHA FS to PANSKURA,2 hours 35 minutes
58808,WADSA to CHANDAFORT,2 hours 35 minutes
58653,RANCHI to TORI,2 hours 35 minutes
71095,DIVA JN to ROHA,2 hours 35 minutes
55465,ALIPUR DUAR to BAMANHAT,2 hours 35 minutes
93016,DAHANU ROAD to CHURCHGATE,2 hours 35 minutes
31912,GEDE to SEALDAH,2 hours 35 minutes
56518,HARIHAR JN. to CHITRADURG,2 hours 35 minutes
55331,FARRUKHABAD to KASGANJ JN.,2 hours 35 minutes
63235,BUXAR to MUGHAL SARAI,2 hours 35 minutes
64236,KANPUR CENTR to BARA BANKI J,2 hours 35 minutes
58654,TORI to RANCHI,2 hours 35 minutes
55339,KASGANJ JN. to MATHURA JN.,2 hours 35 minutes
15019,GORAKHPUR JN to NAUTANWA,2 hours 35 minutes
64541,PANIPAT JN. to AMBALA CANTT,2 hours 35 minutes
67282,PALASA to VIZIANAGARAM,2 hours 35 minutes
68012,TATANAGAR JN to KHARAGPUR,2 hours 35 minutes
57447,KACHEGUDA to MAHBUBNAGAR,2 hours 35 minutes
55215,MUZAFFARPUR to PATLIPUTRA,2 hours 35 minutes
78822,KATANGI to GONDIA JN.,2 hours 35 minutes
78818,GUDUM to DURG,2 hours 35 minutes
78806,KATANGI to GONDIA JN.,2 hours 35 minutes
64451,DELHI JN. to PANIPAT JN.,2 hours 35 minutes
78803,GONDIA JN. to KATANGI,2 hours 35 minutes
67256,TENALI JN. to ONGOLE,2 hours 35 minutes
15039,FARRUKHABAD to KASGANJ JN.,2 hours 35 minutes
63574,KIUL JN. to JASIDIH JN.,2 hours 35 minutes
67248,TUNI to RAJAHMUNDRY,2 hours 35 minutes
22488,KATIHAR JN. to RADHIKAPUR,2 hours 35 minutes
63583,BARDDHAMAN J to RAMPUR HAT,2 hours 35 minutes
63250,GAYA JN. to PATNA JN.,2 hours 35 minutes
31920,GEDE to SEALDAH,2 hours 34 minutes
34056,KALYANI SIMA to BUDGE BUDGE,2 hours 33 minutes
38705,HOWRAH JN. to KHARAGPUR,2 hours 33 minutes
68689,PANSKURA to DIGHA FS,2 hours 33 minutes
31914,GEDE to SEALDAH,2 hours 32 minutes
37854,BARDDHAMAN J to HOWRAH JN.,2 hours 32 minutes
93005,CHURCHGATE to DAHANU ROAD,2 hours 32 minutes
37842,BARDDHAMAN J to HOWRAH JN.,2 hours 32 minutes
93030,DAHANU ROAD to CHURCHGATE,2 hours 32 minutes
93103,CHURCHGATE to DAHANU ROAD,2 hours 32 minutes
63584,RAMPUR HAT to BARDDHAMAN J,2 hours 30 minutes
54413,DELHI JN. to REWARI JN.,2 hours 30 minutes
22455,SAI NAGAR SH to KALKA,2 hours 30 minutes
54416,REWARI JN. to DELHI JN.,2 hours 30 minutes
66512,MARIKUPPAM to KRANTIVIRA S,2 hours 30 minutes
54553,AMBALA CANTT to DHURI JN.,2 hours 30 minutes
5716,KISHANGANJ to NEW JALPAIGU,2 hours 30 minutes
53369,KAWAR to KODERMA,2 hours 30 minutes
63581,BARDDHAMAN J to RAMPUR HAT,2 hours 30 minutes
59823,GWALIOR JN to BHIND,2 hours 30 minutes
37361,HOWRAH JN. to ARAMBAG,2 hours 30 minutes
53370,KODERMA to KAWAR,2 hours 30 minutes
52208,MAILANI JN. to PILIBHIT JN.,2 hours 30 minutes
59120,CHHOTA UDEPU to PRATAP NAGAR,2 hours 30 minutes
54059,DELHI JN. to SHAMLI,2 hours 30 minutes
43513,MOOR MARKET to TIRUTTANI,2 hours 30 minutes
59824,BHIND to GWALIOR JN,2 hours 30 minutes
43515,MOOR MARKET to TIRUTTANI,2 hours 30 minutes
53366,KODERMA to KAWAR,2 hours 30 minutes
38709,SANTRAGACHI to KHARAGPUR,2 hours 30 minutes
12625,TRIVANDRUM C to NEW DELHI,2 hours 30 minutes
63222,PATNA JN. to MOKAMA JN.,2 hours 30 minutes
12613,MYSORE JN. to KRANTIVIRA S,2 hours 30 minutes
55349,BAREILLY CIT to LALKUA JN.,2 hours 30 minutes
55347,BAREILLY CIT to LALKUA JN.,2 hours 30 minutes
6648,BILASPUR JN. to KORBA,2 hours 30 minutes
37751,BANDEL JN. to KATWA JN.,2 hours 30 minutes
52974,SANAWAD to MHOW,2 hours 30 minutes
52987,MHOW to SANAWAD,2 hours 30 minutes
52973,MHOW to SANAWAD,2 hours 30 minutes
52964,SANAWAD to MHOW,2 hours 30 minutes
67294,VISAKHAPATNA to SRIKAKULAM R,2 hours 30 minutes
56217,TALGUPPA to SHIMOGA TOWN,2 hours 30 minutes
52988,SANAWAD to MHOW,2 hours 30 minutes
36838,BARDDHAMAN J to HOWRAH JN.,2 hours 30 minutes
68730,DONGAR GARH to RAIPUR JN.,2 hours 30 minutes
77215,VIJAYWADA JN to MACHILIPATNA,2 hours 30 minutes
52588,DARJEELING to KURSEONG,2 hours 30 minutes
64594,KANPUR CENTR to FATEHPUR,2 hours 30 minutes
68015,KHARAGPUR to TATANAGAR JN,2 hours 30 minutes
56394,QUILON to KOTTAYAM,2 hours 30 minutes
37814,BARDDHAMAN J to HOWRAH JN.,2 hours 30 minutes
77212,MACHILIPATNA to VIJAYWADA JN,2 hours 30 minutes
11041,CST-MUMBAI to CHENNAI CENT,2 hours 30 minutes
74674,PATHANKOT JN to VERKA JN.,2 hours 30 minutes
59117,PRATAP NAGAR to CHHOTA UDEPU,2 hours 30 minutes
36812,BARDDHAMAN J to HOWRAH JN.,2 hours 30 minutes
56034,MANNARGUDI to MAYILADUTURA,2 hours 30 minutes
7213,VIJAYWADA JN to QUILON,2 hours 30 minutes
78801,GONDIA JN. to KATANGI,2 hours 30 minutes
66014,TIRUPATI to ARAKKONAM JN,2 hours 30 minutes
52240,MAILANI JN. to TIKUNIA,2 hours 30 minutes
75109,MAU JN. to VARANASI CIT,2 hours 30 minutes
12614,KRANTIVIRA S to MYSORE JN.,2 hours 30 minutes
14634,PATHANKOT JN to AMRITSAR JN.,2 hours 30 minutes
12338,BOLPUR to HOWRAH JN.,2 hours 30 minutes
68715,GONDIA JN. to ITWARI JN.,2 hours 30 minutes
14633,AMRITSAR JN. to PATHANKOT JN,2 hours 30 minutes
68735,RAIGARH to BILASPUR JN.,2 hours 30 minutes
43794,PATTABIRAM E to VELACHEERY,2 hours 30 minutes
31865,KRISHNA NAGA to LALGOLA,2 hours 30 minutes
74306,MORADABAD JN to SAMBAHAL HAT,2 hours 30 minutes
53221,RAJGIR to BAKHTIYARPUR,2 hours 30 minutes
53222,BAKHTIYARPUR to RAJGIR,2 hours 30 minutes
43821,CHENNAI BEAC to TIRUTTANI,2 hours 30 minutes
63219,DANAPUR to RAGHUNATHPUR,2 hours 30 minutes
43852,TIRUVALLUR to PONNERI,2 hours 30 minutes
1707,JABALPUR to ATARI JN,2 hours 30 minutes
74001,DELHI JN. to REWARI JN.,2 hours 30 minutes
22856,TIRUPATI to SANTRAGACHI,2 hours 30 minutes
55352,LALKUA JN. to BAREILLY CIT,2 hours 30 minutes
56517,CHITRADURG to HARIHAR JN.,2 hours 30 minutes
76806,TIRUCHIRAPPA to MANNARGUDI,2 hours 30 minutes
73012,RAMPUR HAT to BARDDHAMAN J,2 hours 30 minutes
73011,BARDDHAMAN J to RAMPUR HAT,2 hours 30 minutes
55665,SILCHAR to VANGAICHUNGP,2 hours 30 minutes
55354,MATHURA JN. to KASGANJ JN.,2 hours 30 minutes
15662,KAMAKHYA JN to RANCHI,2 hours 30 minutes
56510,KRANTIVIRA S to MARIKUPPAM,2 hours 30 minutes
15631,BARMER to GUWAHATI,2 hours 30 minutes
77269,VIJAYWADA JN to MACHILIPATNA,2 hours 30 minutes
55309,MORADABAD JN to RAMNAGAR,2 hours 30 minutes
68736,BILASPUR JN. to RAIGARH,2 hours 30 minutes
64112,SHAKUR BASTI to DANKAUR,2 hours 30 minutes
14630,FIROZPUR CAN to LUDHIANA JN.,2 hours 30 minutes
51906,SHAMLI to DELHI JN.,2 hours 30 minutes
4991,PATHANKOT JN to JAMMU TAWI,2 hours 30 minutes
53365,KAWAR to KODERMA,2 hours 30 minutes
55575,DARBHANGA JN to BIRAUL,2 hours 30 minutes
66543,KUPPAM to KRANTIVIRA S,2 hours 30 minutes
25013,MORADABAD JN to RAMNAGAR,2 hours 30 minutes
37746,KATWA JN. to BANDEL JN.,2 hours 30 minutes
74019,SONIPAT to JIND JN,2 hours 30 minutes
64108,DELHI JN. to KHURJA JN,2 hours 30 minutes
37741,BANDEL JN. to KATWA JN.,2 hours 30 minutes
52975,MHOW to SANAWAD,2 hours 30 minutes
42414,SULLURUPETTA to MOOR MARKET,2 hours 30 minutes
55306,RAMNAGAR to MORADABAD JN,2 hours 30 minutes
52976,SANAWAD to MHOW,2 hours 30 minutes
54576,LOHIAN KHAS to LUDHIANA JN.,2 hours 30 minutes
75233,RAXAUL JN. to SITAMARHI,2 hours 30 minutes
58806,GONDIA JN. to WADSA,2 hours 30 minutes
31840,KRISHNA NAGA to SEALDAH,2 hours 30 minutes
33521,SEALDAH to HASANABAD,2 hours 3 minutes
71407,PUNE JN. to DAUND JN.,2 hours 3 minutes
36824,BARDDHAMAN J to HOWRAH JN.,2 hours 3 minutes
36860,BARDDHAMAN J to HOWRAH JN.,2 hours 3 minutes
33526,HASANABAD to SEALDAH,2 hours 3 minutes
22145,PANDHARPUR to MIRAJ JN.,2 hours 29 minutes
22146,MIRAJ JN. to PANDHARPUR,2 hours 29 minutes
93027,DADAR to DAHANU ROAD,2 hours 28 minutes
31811,SEALDAH to KRISHNA NAGA,2 hours 28 minutes
54002,ROHTAK JN. to TILAK BRIDGE,2 hours 28 minutes
33832,BANGAON JN. to SEALDAH,2 hours 28 minutes
40706,TIRUMALPUR to CHENNAI BEAC,2 hours 28 minutes
37834,BARDDHAMAN J to HOWRAH JN.,2 hours 28 minutes
63582,RAMPUR HAT to BARDDHAMAN J,2 hours 27 minutes
33512,HASANABAD to SEALDAH,2 hours 27 minutes
37817,HOWRAH JN. to BARDDHAMAN J,2 hours 27 minutes
31817,SEALDAH to KRISHNA NAGA,2 hours 27 minutes
93022,DAHANU ROAD to DADAR,2 hours 27 minutes
37853,HOWRAH JN. to BARDDHAMAN J,2 hours 27 minutes
40707,CHENNAI BEAC to TIRUMALPUR,2 hours 27 minutes
30128,KALYANI SIMA to NEW ALIPUR (,2 hours 27 minutes
37819,HOWRAH JN. to BARDDHAMAN J,2 hours 27 minutes
37818,BARDDHAMAN J to HOWRAH JN.,2 hours 26 minutes
71082,DOMBIVLI CTL to BOISAR,2 hours 26 minutes
34782,SEALDAH to KWAKDWIP,2 hours 26 minutes
31832,KRISHNA NAGA to SEALDAH,2 hours 26 minutes
64522,LUDHIANA JN. to AMBALA CANTT,2 hours 25 minutes
37833,HOWRAH JN. to BARDDHAMAN J,2 hours 25 minutes
37825,HOWRAH JN. to BARDDHAMAN J,2 hours 25 minutes
37827,HOWRAH JN. to BARDDHAMAN J,2 hours 25 minutes
77293,BHIMAVARAM J to RAJAHMUNDRY,2 hours 25 minutes
43952,KADAMBATTUR to VELACHEERY,2 hours 25 minutes
93029,DADAR to DAHANU ROAD,2 hours 25 minutes
55662,SILCHAR to MAISHASHAN,2 hours 25 minutes
77672,MAHBUBNAGAR to KACHEGUDA,2 hours 25 minutes
56382,KAYANKULAM J to ERNAKULAM. J,2 hours 25 minutes
54786,FAZILKA JN. to FIROZPUR CAN,2 hours 25 minutes
55351,BAREILLY CIT to LALKUA JN.,2 hours 25 minutes
76506,KOLAR to BANGALORE CA,2 hours 25 minutes
56381,ERNAKULAM. J to KAYANKULAM J,2 hours 25 minutes
55322,RAMNAGAR to MORADABAD JN,2 hours 25 minutes
37835,HOWRAH JN. to BARDDHAMAN J,2 hours 25 minutes
75749,KATIHAR JN. to TELTA,2 hours 25 minutes
68738,BILASPUR JN. to RAIGARH,2 hours 25 minutes
43768,TIRUVALLUR to VELACHEERY,2 hours 25 minutes
37838,BARDDHAMAN J to HOWRAH JN.,2 hours 25 minutes
68727,BILASPUR JN. to RAIPUR JN.,2 hours 25 minutes
55350,LALKUA JN. to BAREILLY CIT,2 hours 25 minutes
42651,VELACHEERY to GUMMIDIPUNDI,2 hours 25 minutes
42652,GUMMIDIPUNDI to VELACHEERY,2 hours 25 minutes
31827,SEALDAH to KRISHNA NAGA,2 hours 25 minutes
15020,NAUTANWA to GORAKHPUR JN,2 hours 25 minutes
53436,AZIMGANJ JN. to KATWA JN.,2 hours 25 minutes
77237,BHIMAVARAM J to RAJAHMUNDRY,2 hours 25 minutes
15023,GORAKHPUR JN to YESVANTPUR J,2 hours 25 minutes
31812,KRISHNA NAGA to SEALDAH,2 hours 25 minutes
77243,BHIMAVARAM T to NIDADAVOLU J,2 hours 25 minutes
38502,BALICHAK to HOWRAH JN.,2 hours 25 minutes
73214,DIGHA GHAT to PATNA GHAT,2 hours 25 minutes
55340,MATHURA JN. to KASGANJ JN.,2 hours 25 minutes
74028,BARAUT to DELHI JN.,2 hours 25 minutes
14795,BHIWANI JN. to PANIPAT JN.,2 hours 25 minutes
59825,GWALIOR JN to BHIND,2 hours 25 minutes
59837,JHALAWAR CIT to KOTA,2 hours 25 minutes
31836,KRISHNA NAGA to SEALDAH,2 hours 25 minutes
37823,HOWRAH JN. to BARDDHAMAN J,2 hours 25 minutes
42656,GUMMIDIPUNDI to VELACHEERY,2 hours 25 minutes
77265,NARASAPUR to NIDADAVOLU J,2 hours 25 minutes
42653,VELACHEERY to GUMMIDIPUNDI,2 hours 25 minutes
56717,KANNIYAKUMAR to TIRUNELVELI,2 hours 25 minutes
16234,TIRUCHIRAPPA to MAYILADUTURA,2 hours 25 minutes
64521,AMBALA CANTT to LUDHIANA JN.,2 hours 25 minutes
43511,MOOR MARKET to TIRUTTANI,2 hours 25 minutes
66532,KRANTIVIRA S to MARIKUPPAM,2 hours 25 minutes
53038,BHAGALPUR to SAHIBGANJ,2 hours 25 minutes
74978,FAZILKA JN. to FIROZPUR CAN,2 hours 25 minutes
37365,HOWRAH JN. to ARAMBAG,2 hours 25 minutes
