Train_No,Total_Distance,Number_of_Stops
34642,24,11
34643,24,11
34644,24,11
34645,24,11
34646,24,11
34647,24,11
34648,24,11
34711,61,19
34712,61,19
34713,61,21
34714,61,20
34715,61,23
34716,61,21
34717,61,21
34718,61,21
34719,61,22
34720,61,23
34721,61,23
34722,61,23
34723,61,23
34724,61,23
34725,61,22
34726,61,23
34727,61,23
34728,61,21
34729,61,23
34730,61,23
34731,61,23
34732,61,23
34733,61,22
34734,61,23
34735,61,21
34736,61,23
34737,61,23
34738,61,23
34739,61,21
34740,61,23
34741,61,23
34742,61,23
34743,61,23
34744,61,23
34745,61,23
34746,61,23
34747,61,21
34748,61,21
34749,61,23
34750,61,21
34751,61,21
34752,61,21
34753,61,21
34754,61,21
34755,61,21
34757,61,21
34782,94,29
34791,108,23
34792,108,30
34793,108,30
34794,108,21
34811,59,19
34812,59,15
34813,59,24
34814,59,24
34815,59,22
34816,59,22
34817,59,24
34818,59,24
34819,59,24
34820,59,24
34821,59,24
34822,59,17
34823,59,24
34824,59,24
34825,59,24
34826,59,24
34827,59,24
34828,59,24
34829,59,17
34830,59,24
34831,59,24
34832,59,22
34833,59,22
34834,59,24
34835,59,24
34836,59,24
34837,59,24
34838,59,24
34839,59,24
34840,59,24
34841,59,24
34842,59,24
34843,59,24
34844,59,24
34845,59,24
34846,59,24
34847,59,24
34848,59,24
34849,59,22
34850,59,22
34851,59,23
34852,59,24
34853,59,24
34854,59,24
34855,59,22
34856,59,23
34857,59,21
34858,59,20
34859,59,24
34860,59,24
34881,43,17
34882,43,17
34891,34,14
34892,34,14
34898,39,16
34899,39,16
34911,46,8
34912,46,8
34913,46,8
34914,46,8
34915,46,8
34916,46,8
34917,46,8
34918,46,8
34919,46,8
34920,46,8
34921,46,8
34922,46,8
34923,46,8
34924,46,8
34925,46,8
34926,46,8
34927,46,8
34928,46,8
34929,46,8
34930,46,8
34931,46,8
34932,46,8
34933,46,8
34934,46,8
34981,33,7
35011,26,9
35012,26,9
35013,26,9
35014,26,9
35015,26,9
35016,26,9
35017,46,15
35018,46,15
35019,26,9
35020,26,9
35021,26,9
35022,26,9
36011,26,9
36012,26,9
36031,40,14
36032,40,14
36033,40,14
36034,40,14
36035,40,14
36036,40,14
36037,40,14
36038,40,14
36071,58,18
36072,58,18
36081,72,22
36082,72,24
36083,72,24
36084,72,24
36085,72,24
36086,72,24
36087,72,24
36088,72,22
36811,94,29
36812,94,25
36813,94,27
36814,94,29
36815,94,30
36816,94,28
36817,94,28
36818,94,27
36819,94,29
36820,94,29
36821,94,29
36822,94,29
36823,94,29
36824,94,28
36825,94,26
36826,94,29
36827,94,29
36828,94,29
36829,94,29
36830,94,2
36831,94,30
36832,94,29
36833,94,29
36834,94,28
36835,94,8
36836,94,29
36837,94,29
36838,94,29
36839,94,29
36840,94,29
36841,94,29
36842,94,28
36843,94,28
36844,94,30
36845,94,28
36846,94,30
36847,94,29
36848,94,29
36849,94,29
36850,94,29
36851,94,26
36852,94,29
36853,94,30
36854,94,29
36855,94,29
36856,94,29
36858,94,29
36860,94,30
37011,19,9
37012,19,9
37013,19,9
37014,19,9
37017,19,9
37018,19,9
37019,19,9
37020,19,9
37021,19,9
37022,19,9
37041,22,10
37042,22,10
37043,22,10
37044,22,10
37045,22,10
37046,22,10
37047,22,10
37048,22,10
37049,22,10
37050,22,10
37053,22,10
37054,22,10
37055,22,10
37056,22,10
37057,22,10
37058,22,10
37060,22,10
37061,22,10
37062,22,10
37063,22,10
37064,22,10
37065,22,10
37066,22,10
37067,22,10
37068,22,10
37111,6,2
37112,6,3
37113,6,2
37114,6,3
37115,6,2
37116,6,3
37117,6,2
37118,6,3
37119,6,2
37120,6,3
37121,6,2
37122,6,3
37201,39,17
37202,39,17
37211,39,17
37212,39,17
37213,39,17
37214,39,17
37215,39,17
37216,39,17
37217,39,17
37218,39,17
37219,39,17
37220,39,17
37221,39,17
37222,39,17
37223,39,17
37224,39,17
37225,39,17
37226,39,17
37227,39,17
37228,39,17
37229,39,17
37230,39,17
37231,39,17
37232,39,17
37233,39,17
37234,39,17
37235,39,17
37236,39,17
37237,39,17
37238,39,17
37239,39,17
37240,39,17
37241,39,17
37242,39,17
37243,39,17
37244,39,17
37245,39,17
37246,39,17
37247,39,17
37248,39,17
37249,39,17
37250,39,17
37251,39,17
37252,39,17
37253,39,17
37254,39,17
37255,39,17
37256,39,17
37257,39,17
37258,39,17
37259,39,17
37260,39,17
37261,39,17
37262,39,17
37263,39,17
37264,39,17
37265,39,17
37266,39,17
37267,39,17
37268,39,17
37269,39,17
37270,39,17
37271,39,17
37272,39,17
37273,39,17
37274,39,17
37275,39,17
37276,39,17
37277,39,17
37278,39,17
37279,39,17
37280,39,17
37281,39,17
37282,39,17
37283,39,17
37284,39,17
37285,39,17
37286,39,17
37287,39,17
37288,39,17
37289,39,17
37290,39,17
37291,39,17
37303,33,13
37304,33,13
37305,33,13
37306,33,13
37307,44,17
37308,44,17
37311,57,21
37312,57,21
37313,57,21
37314,57,21
37315,57,21
37316,57,21
37317,57,21
37318,57,21
37319,57,21
37320,57,20
37321,57,21
37322,57,18
37323,57,21
37324,57,21
37325,57,21
37326,57,21
37327,57,21
37328,57,21
37329,57,21
37330,57,21
37331,57,21
37332,57,21
37333,57,21
37334,57,21
37335,57,21
37336,57,21
37337,57,21
37338,57,21
37339,57,21
37340,57,21
37341,57,21
37342,57,21
37343,57,21
37344,57,21
37345,57,21
37346,57,21
37347,57,21
37348,57,21
37349,57,21
37350,57,21
37351,57,21
37352,57,21
37354,57,21
37361,81,23
37362,81,23
37363,81,23
37364,81,23
37365,81,23
37366,81,23
37367,81,23
37368,81,23
37371,81,23
37372,81,22
37373,81,23
37374,81,23
37375,81,23
37376,81,23
37378,81,23
37379,81,23
37385,24,3
37386,24,3
37387,24,5
37388,24,5
37389,24,3
37390,24,3
37391,24,5
37392,24,3
37394,24,5
37411,34,12
37412,34,12
37413,34,12
37414,34,12
37511,30,14
37512,30,14
37521,8,4
37522,8,4
37523,8,4
37524,8,4
37525,8,4
37526,8,4
37527,8,4
37528,8,4
37529,8,4
37530,8,4
37531,8,4
37532,8,4
37533,8,4
37534,8,4
37535,8,4
37536,8,4
37537,8,4
37538,8,4
37539,8,4
37540,8,4
37541,8,4
37542,8,4
37543,8,4
37544,8,4
37545,8,4
37546,8,4
37547,8,4
37548,8,4
37549,8,4
37550,8,4
37551,8,4
37552,8,4
37553,8,4
37554,8,4
37555,8,4
37556,8,4
37557,8,4
37558,8,4
37611,60,20
37612,60,15
37614,60,20
37651,81,18
37652,81,18
37653,81,28
37654,81,28
37655,81,28
37656,81,28
37657,81,28
37658,81,28
37711,21,6
37731,42,12
37732,42,12
37741,104,27
37742,104,25
37743,104,24
37744,104,28
37745,104,26
37746,104,27
37747,104,27
37748,104,28
37750,104,28
37751,104,28
37752,104,28
37753,104,28
37754,104,25
37756,104,28
37757,104,24
37758,104,25
37781,67,18
37782,67,18
37783,67,18
37784,67,18
37785,67,18
37786,67,18
37811,106,34
37812,106,32
37813,106,34
37814,106,34
37815,106,27
37816,106,34
37817,106,34
37818,106,34
37819,106,34
37820,106,34
37821,106,34
37822,106,3
37823,106,34
37824,106,28
37825,106,34
37826,106,22
37827,106,34
37828,106,27
37829,106,34
37830,106,27
37831,106,30
37832,106,34
37833,106,33
37834,106,34
37835,106,21
37836,106,34
37837,106,27
37838,106,34
37839,106,29
37840,106,34
37841,106,22
37842,106,34
37843,106,3
37844,106,22
37845,106,30
37846,106,33
37847,106,27
37848,106,34
37849,106,11
37850,106,34
37851,106,34
37852,106,34
37853,106,30
37854,106,34
37855,106,34
37857,106,34
37911,143,44
37912,144,41
37913,143,44
37914,144,29
37915,144,30
37916,144,31
37917,143,44
37918,144,44
37919,144,33
37920,144,30
37921,143,39
37922,144,44
37923,144,31
37924,144,30
37925,144,29
37926,144,44
37927,143,41
37928,144,40
38031,5,3
38032,5,3
38033,5,3
38034,5,3
38036,5,3
38051,140,38
38052,139,26
38053,136,21
38054,68,14
38055,68,14
38056,137,20
38057,140,34
38058,139,26
38101,24,9
38102,24,9
38103,32,13
38104,32,13
38105,32,14
38106,32,13
38107,24,9
38108,32,13
38202,45,16
38204,45,16
38206,37,12
38301,50,17
38302,58,20
38303,58,21
38304,58,20
38305,56,18
38306,58,20
38307,58,20
38308,58,20
38310,55,18
38312,58,20
38314,58,20
38316,50,16
38318,58,20
38321,58,20
38401,71,25
38402,70,24
38403,71,25
38404,70,24
38405,71,25
38406,70,24
38407,63,21
38408,70,24
38409,71,25
38410,70,24
38411,71,24
38412,70,24
38413,71,25
38414,70,24
38416,70,24
38419,71,25
38421,71,24
38423,71,24
38425,71,24
38427,71,23
38431,71,24
38433,71,23
38437,71,24
38447,71,24
38449,71,24
38451,71,24
38452,70,24
38453,71,24
38454,70,24
38455,71,24
38456,70,24
38501,90,29
38502,91,29
38601,54,20
38602,54,19
38701,115,17
38702,115,33
38703,115,34
38704,115,33
38705,115,33
38706,115,32
38707,115,34
38708,115,33
38709,107,29
38710,115,33
38711,115,32
38713,115,33
38719,115,33
38726,115,33
38728,115,31
38730,115,27
38801,128,30
38802,128,36
38803,128,36
38804,128,34
38805,128,37
38806,128,14
38807,128,37
38808,128,26
38809,128,37
38810,128,36
38811,128,37
38812,128,36
38813,128,36
38814,128,36
38815,128,34
38816,128,33
38817,128,33
38818,128,36
38819,128,35
38820,128,36
38821,128,19
38822,128,33
38823,128,24
38824,128,29
38825,129,13
38826,128,36
38827,128,24
38828,128,36
38829,128,26
38830,128,36
38831,128,34
38832,12,4
38902,44,17
38905,51,21
38908,49,21
38909,51,21
38923,51,21
38924,49,21
40001,29,18
40002,29,18
40003,29,18
40004,29,18
40005,29,6
40006,29,18
40007,29,18
40008,29,18
40009,29,18
40010,29,18
40011,29,18
40012,29,18
40013,29,18
40014,29,18
40015,29,18
40016,29,18
40017,29,18
40018,29,18
40019,23,15
40020,29,18
40021,17,3
40022,29,18
40023,29,18
40025,29,18
40026,29,18
40027,29,18
40028,29,18
40029,29,18
40030,29,18
40031,29,18
40032,29,18
40033,29,18
40034,29,18
40035,29,18
40036,29,18
40037,29,18
40038,29,18
40039,29,18
40040,29,18
40041,29,18
40042,17,2
40043,29,18
40044,23,2
40045,29,18
40046,29,18
40047,29,18
40048,29,18
40049,29,18
40050,29,18
40051,29,18
40052,29,2
40053,29,18
40054,29,18
40055,29,18
40056,29,18
40057,29,18
40058,29,18
40059,29,18
40060,29,18
40061,29,18
40062,29,18
40063,29,18
40064,29,18
40065,29,18
40066,29,18
40067,29,18
40068,29,18
40069,29,18
40070,29,18
40071,29,18
40072,29,18
40073,29,18
40074,29,2
40075,29,18
40076,29,2
40077,29,18
40078,29,2
40079,29,18
40080,29,2
40081,29,18
40082,29,2
40083,29,18
40084,29,2
40085,29,18
40086,29,2
40087,29,18
40088,29,2
40089,29,18
40090,29,2
40091,29,18
40092,29,2
40093,29,18
40094,29,2
40095,29,18
40096,29,2
40097,29,18
40098,29,2
40099,29,18
40100,29,2
40101,29,18
40102,29,2
40103,29,18
40104,29,2
40105,29,18
40106,29,2
40107,29,18
40108,29,2
40109,29,18
40110,29,2
40111,29,18
40112,29,2
40113,29,18
40114,29,2
40115,29,18
40116,29,2
40117,29,18
40118,29,2
40119,29,18
40120,29,2
40121,29,18
40122,29,2
40123,29,18
40124,29,2
40125,29,18
40126,29,2
40127,29,18
40128,29,2
40129,29,18
40130,29,2
40131,29,18
40132,29,2
40133,29,18
40134,29,2
40135,29,18
40136,29,2
40137,29,18
40138,29,6
40139,29,18
40140,29,6
40141,29,18
40142,29,6
40143,29,18
40144,29,2
40145,29,18
40146,29,2
40147,29,18
40148,29,2
40150,29,2
40151,29,18
40152,29,6
40153,29,18
40154,29,2
40155,29,18
40156,29,2
40157,29,18
40158,29,2
40301,29,18
40302,29,2
40303,29,18
40304,29,2
40305,29,18
40306,29,2
40307,29,18
40308,29,2
40309,29,18
40310,29,2
40311,29,18
40312,29,6
40313,29,18
40314,29,2
40315,29,18
40316,29,2
40317,29,18
40318,29,2
40319,29,18
40320,29,2
40321,29,18
40322,29,2
40323,29,18
40324,29,6
40325,29,18
40326,29,2
40327,29,18
40328,29,2
40329,29,18
40330,29,2
40331,29,18
40332,29,2
40333,29,18
40334,29,2
40335,29,18
40336,29,2
40337,29,18
40338,29,2
40339,29,18
40340,29,2
40341,29,18
40342,29,2
40343,29,18
40344,29,6
40345,29,18
40346,29,2
40347,29,18
40348,29,2
40349,29,18
40350,29,2
40351,29,18
40352,29,2
40353,29,18
40354,29,2
40355,29,18
40356,29,2
40357,29,18
40358,29,2
40359,29,18
40360,29,2
40361,29,18
40362,29,2
40363,29,18
40364,29,2
40365,29,18
40366,29,2
40367,29,18
40368,29,2
40369,29,18
40370,29,2
40371,29,18
40372,29,6
40373,29,18
40374,29,2
40375,29,18
40376,29,2
40377,29,18
40378,29,2
40379,29,18
40380,29,2
40381,29,18
40382,29,2
40383,29,18
40384,29,2
40385,29,18
40386,29,2
40387,29,18
40388,29,2
40389,29,18
40390,29,2
40391,29,18
40392,29,2
40393,29,18
40394,29,2
40395,29,18
40396,29,2
40397,29,18
40398,29,2
40399,29,18
40400,29,2
40401,29,18
40402,29,2
40403,29,18
40404,29,2
40405,29,18
40406,29,2
40407,29,18
40408,29,2
40409,29,18
40410,29,2
40411,29,18
40412,29,2
40413,29,18
40414,29,2
40415,29,18
40416,29,2
40417,29,18
40418,29,6
40419,29,18
40420,29,2
40421,29,18
40422,29,2
40501,59,2
40502,59,2
40503,59,2
40504,59,6
40505,59,2
40506,59,3
40507,59,2
40508,59,3
40509,59,3
40510,59,2
40511,59,2
40512,59,3
40513,59,2
40514,59,3
40515,59,2
40516,59,2
40517,59,2
40518,59,3
40519,59,3
40520,59,2
40522,59,2
40523,59,2
40524,59,3
40525,59,3
40526,59,3
40527,59,2
40528,59,2
40529,59,3
40531,59,3
40532,59,11
40533,59,3
40534,59,7
40535,59,2
40536,59,2
40538,59,2
40539,59,3
40540,59,2
40541,59,2
40542,59,2
40543,59,3
40544,59,2
40545,59,3
40547,59,3
40548,59,2
40549,59,3
40550,59,3
40551,59,11
40552,59,2
40553,59,7
40554,59,2
40555,59,3
40556,59,3
40557,59,2
40558,59,9
40559,59,3
40560,59,11
40561,59,3
40562,59,3
40563,59,2
40564,59,2
40565,59,3
40566,59,2
40567,59,3
40568,59,10
40569,59,7
40570,59,3
40571,59,3
40572,59,2
40573,59,3
40574,59,3
40601,59,11
40602,59,3
40603,59,11
40604,59,11
40605,59,11
40606,59,11
40607,59,2
40608,59,3
40609,59,3
40610,59,11
40612,59,9
40613,59,2
40614,59,2
40615,59,11
40616,59,2
40617,59,2
40618,59,11
40619,59,2
40621,59,2
40622,59,2
40623,59,2
40624,59,2
40625,59,3
40626,59,2
40627,59,2
40628,59,11
40629,59,2
40630,59,11
40631,59,11
40632,59,2
40633,59,2
40634,59,2
40635,59,2
40636,59,4
40637,59,10
40638,59,2
40639,59,2
40640,59,11
40641,59,2
40642,59,2
40643,59,11
40644,59,3
40645,59,11
40646,59,2
40647,59,11
40648,59,2
40649,59,3
40650,59,3
40651,59,2
40652,59,2
40653,59,2
40654,59,2
40655,59,11
40656,59,3
40657,59,2
40658,59,2
40659,59,2
40660,59,11
40661,59,2
40662,59,3
40663,59,2
40664,59,2
40665,59,11
40666,59,2
40701,108,3
40702,108,4
40704,108,4
40705,108,15
40706,108,10
40707,108,8
40708,108,8
40709,108,5
40711,108,7
40712,108,12
40751,108,4
40752,108,6
40754,108,5
40755,108,15
40756,108,8
40757,108,14
40758,108,4
40759,108,3
40761,108,2
40762,108,4
40801,95,3
40802,95,6
40803,95,6
40804,95,14
40901,48,10
40902,48,10
41001,14,3
41003,14,3
41006,14,3
41008,14,3
41009,14,3
41012,14,3
41013,14,3
41014,14,3
41015,14,3
41016,14,3
41017,14,3
41020,14,3
41021,14,3
41022,14,3
41023,14,3
41024,14,3
41028,14,3
41029,14,3
41033,14,3
41035,14,3
41036,14,3
41038,14,3
41040,14,3
41042,14,3
41043,14,3
41046,14,3
41048,14,3
41050,14,3
41051,14,3
41055,14,3
41056,14,3
41057,14,3
41060,14,3
41061,14,3
41063,14,3
41064,14,3
41065,14,3
41069,14,3
41070,14,3
41073,14,3
41076,14,3
41077,14,3
41078,14,3
41079,14,3
41080,14,3
41081,14,3
41082,14,3
41084,14,3
41085,14,3
41086,14,2
41089,14,3
41091,14,3
41092,14,3
41093,14,3
41095,14,3
41096,14,3
41097,14,3
41102,14,3
41103,14,3
41104,14,3
41105,14,3
41108,14,3
41110,14,3
41111,14,3
41113,14,3
41116,14,3
41117,14,3
41119,14,3
41120,14,3
41122,14,3
41127,14,3
41128,14,3
41129,14,3
41130,14,3
41131,14,3
41132,14,3
41134,14,3
41135,14,3
41138,14,3
41140,14,3
41501,14,3
41502,14,3
41503,14,3
41504,14,3
41505,14,3
41506,14,3
41507,14,3
41508,14,3
41509,14,3
41510,14,3
41511,14,2
41512,14,3
41513,14,3
41514,14,3
41515,14,3
41516,14,3
41517,14,3
41518,14,3
41519,14,3
41520,14,3
41521,14,3
41522,14,3
41523,14,3
41524,14,3
41525,14,3
41526,14,3
41527,14,3
41528,14,3
41529,14,3
41530,14,3
41531,14,2
41532,14,3
41533,14,3
41534,14,3
41535,14,3
41536,14,3
41537,14,3
41538,14,3
41539,14,3
41540,14,3
41541,14,3
41542,14,3
41543,14,3
41544,14,3
41545,14,3
41546,14,3
41547,14,3
41548,14,3
41549,14,3
41550,14,3
41551,14,3
41552,14,3
41553,14,3
41554,14,3
41555,14,3
41556,14,3
41557,14,3
41558,14,3
41559,14,3
41560,14,3
41561,14,3
41562,14,3
41563,14,3
41564,14,3
41565,14,3
41566,14,3
41567,14,3
41568,14,3
41569,14,3
41570,14,3
41571,14,3
41572,14,3
41573,14,3
41574,14,3
41575,14,3
41576,14,3
41577,14,3
41578,14,3
41579,14,3
41580,14,3
41581,14,3
41582,14,3
41583,14,3
41584,14,3
41585,14,3
41586,14,3
41587,14,3
41588,14,3
41589,14,3
41590,14,3
41593,14,3
41594,14,3
41597,14,3
41598,14,3
41599,14,3
41600,14,3
42001,47,16
42002,47,15
42003,47,16
42004,47,16
42005,47,16
42006,47,16
42007,47,12
42008,47,16
42009,47,16
42010,47,16
42011,47,16
42012,47,15
42013,47,16
42014,47,16
42015,47,16
42016,47,16
42017,47,16
42018,47,16
42019,47,16
42020,47,16
42021,47,16
42022,47,16
42023,47,16
42024,47,12
42025,47,16
42026,47,12
42027,47,16
42028,47,16
42029,47,16
42030,47,12
42031,47,16
42032,47,16
42033,47,16
42034,47,16
42035,47,16
42036,47,16
42037,47,16
42038,47,16
42039,47,16
42040,47,16
42041,47,16
42042,47,16
42043,47,16
42044,47,16
42045,47,16
42046,47,16
42301,34,14
42302,34,14
42401,82,21
42402,82,21
42403,82,21
42404,82,16
42406,82,21
42407,82,21
42408,82,21
42409,82,21
42411,82,21
42412,82,21
42413,82,21
42414,82,21
42416,82,21
42417,82,21
42419,82,21
42420,82,21
42421,82,20
42422,82,21
42423,82,21
42451,35,2
42452,35,6
42601,47,17
42602,47,17
42603,47,17
42604,47,17
42605,47,17
42606,47,17
42607,47,17
42608,47,17
42651,62,15
42652,62,15
42653,62,15
42654,62,15
42655,62,15
42656,62,15
42657,62,15
42701,35,11
42702,34,15
42751,50,13
42752,49,13
42801,82,22
42802,82,22
42804,82,22
42851,97,19
42852,97,19
42854,97,19
42901,16,8
43001,20,11
43002,21,11
43003,20,11
43005,20,11
43006,21,11
43007,20,11
43008,21,11
43009,20,11
43011,20,11
43013,20,11
43014,21,11
43015,20,11
43016,21,11
43017,20,11
43018,21,11
43019,20,11
43020,21,11
43021,20,7
43022,21,11
43023,20,11
43025,20,7
43029,20,7
43101,30,14
43102,31,14
43103,30,14
43104,31,14
43105,30,14
43106,31,14
43107,30,14
43108,31,14
43109,30,14
43110,31,14
43111,30,14
43112,31,14
43113,30,14
43114,31,14
43115,30,14
43116,31,14
43117,30,14
43118,31,14
43119,30,14
43120,31,14
43121,30,14
43122,31,14
43123,25,9
43124,31,14
43125,25,8
43126,31,14
43127,25,8
43128,31,14
43130,31,14
43132,31,14
43201,46,18
43202,46,19
43203,46,19
43204,46,19
43205,46,19
43206,46,19
43207,46,19
43208,46,19
43209,46,19
43210,46,19
43211,46,19
43212,46,19
43213,46,19
43214,46,19
43215,46,19
43216,41,6
43217,46,19
43218,46,19
43219,46,19
43220,46,19
43221,46,19
43222,41,6
43223,46,19
43224,46,19
43225,46,19
43226,46,19
43227,41,18
43228,46,19
43229,46,19
43230,46,19
43231,46,19
43232,46,19
43233,46,19
43234,46,19
43235,46,19
43236,46,19
43237,46,19
43238,46,19
43239,46,19
43240,46,18
43241,46,19
43242,46,19
43243,46,19
43244,46,19
43245,46,19
43246,46,19
43247,41,10
43248,46,19
43250,46,19
43251,41,9
43252,46,19
43253,41,9
43254,46,19
43255,41,9
43256,46,19
43257,41,11
43258,46,19
43260,46,19
43401,68,11
43402,73,27
43403,73,27
43404,73,27
43405,73,27
43406,73,27
43407,73,27
43408,68,7
43409,73,27
43410,68,10
43411,73,27
43412,73,27
43413,73,27
43414,73,27
43415,73,27
43418,73,27
43419,73,27
43420,73,27
43421,73,27
43422,73,27
43423,68,14
43424,68,14
43425,73,27
43426,68,12
43427,73,27
43428,73,27
43429,68,12
43430,73,27
43431,68,10
43433,68,12
43434,73,24
43435,68,10
43436,73,27
43437,68,12
43438,73,27
43439,68,14
43501,86,28
43502,86,29
43503,86,29
43504,86,29
43505,86,28
43506,86,28
43507,86,28
43508,86,28
43509,86,29
43510,86,28
43511,86,29
43512,86,28
43513,86,28
43514,86,28
43515,86,29
43516,86,28
43517,80,13
43518,81,14
43520,81,15
43551,12,2
43552,12,2
43553,12,3
43554,12,2
43556,12,2
43601,22,12
43602,22,12
43603,22,12
43604,22,12
43605,22,12
43606,22,12
43607,22,12
43608,22,12
43610,22,12
43611,22,2
43612,22,12
43613,22,8
43614,22,12
43615,22,8
43616,22,12
43618,22,12
43620,22,12
43622,22,12
43650,22,8
43651,36,10
43652,37,10
43653,36,10
43654,37,10
43655,36,10
43656,37,10
43657,36,10
43658,37,10
43659,36,10
43660,37,10
43661,36,10
43662,37,10
43663,36,10
43664,37,10
43666,37,10
43668,37,10
43670,37,10
43672,37,10
43674,37,10
43701,48,20
43702,48,20
43703,48,20
43704,48,20
43705,48,20
43706,48,20
43707,48,20
43708,48,20
43709,48,20
43710,48,20
43711,48,20
43713,42,10
43715,48,20
43751,32,15
43752,32,15
43753,32,15
43754,32,15
43755,32,15
43757,32,15
43761,57,14
43762,57,14
43763,57,14
43764,57,14
43765,57,14
43766,57,14
43767,57,14
43768,57,14
43769,57,14
43770,57,14
43771,57,14
43773,57,14
43791,46,13
43792,47,17
43793,46,13
43794,42,12
43795,46,13
43797,46,13
43801,74,28
43802,75,28
43803,74,28
43804,70,9
43805,74,28
43806,70,15
43820,82,14
43821,82,16
43823,82,13
43831,20,5
43832,20,8
43841,52,17
43842,47,16
43844,47,2
43847,65,18
43851,70,17
43852,75,29
43861,51,13
43872,29,13
43882,34,13
43891,4,3
43892,10,4
43901,52,21
43902,52,21
43903,52,21
43904,52,21
43912,53,22
43921,5,2
43932,84,17
43934,84,16
43936,84,11
43938,84,17
43941,97,17
43942,97,18
43943,97,15
43952,63,15
47100,25,13
47101,25,13
47102,25,13
47103,25,13
47104,25,13
47105,25,13
47106,25,13
47107,25,13
47108,25,13
47109,25,13
47110,25,13
47111,25,13
47112,25,13
47113,25,13
47114,25,13
47115,25,13
47116,25,13
47117,25,13
47118,25,13
47119,25,13
47120,25,13
47121,25,13
47122,25,13
47123,25,13
47124,25,13
47125,25,13
47126,23,13
47127,23,13
47128,23,13
47129,23,13
47130,23,13
47131,23,13
47132,23,13
47133,23,13
47134,23,13
47135,23,13
47136,23,13
47137,23,13
47138,23,13
47139,23,13
47140,23,13
47141,23,13
47142,23,13
47143,23,13
47144,23,13
47145,23,13
47146,23,13
47147,23,13
47148,23,13
47149,37,22
47150,37,22
47151,37,22
47152,37,22
47153,37,22
47154,37,22
47155,37,22
47156,37,22
47157,37,22
47158,37,22
47159,37,22
47160,37,22
47161,37,22
47162,37,22
47163,37,22
47164,37,22
47165,37,22
47166,37,22
47167,37,22
47168,14,11
47169,37,22
47170,37,22
47171,37,22
47172,14,11
47173,37,22
47174,37,22
47175,37,22
47176,37,22
47177,37,22
47178,37,22
47179,37,22
47180,37,22
47181,37,22
47182,37,22
47183,37,22
47184,37,22
47185,37,22
47186,37,22
47187,37,22
47188,37,22
47189,37,22
47190,37,22
47191,37,22
47192,37,22
47193,37,22
47194,37,22
47195,22,12
47196,9,7
47197,24,17
47198,37,22
47199,24,17
47200,24,17
47201,24,17
47202,24,17
47203,37,22
47204,14,11
47205,14,11
47206,25,17
47207,37,22
47208,25,17
47209,25,17
47210,37,22
47211,37,22
47212,37,22
47213,37,22
47214,37,22
47215,37,22
47216,37,22
47217,37,22
47218,37,22
47219,37,22
47220,37,22
50101,251,22
50102,244,22
50103,347,38
50104,349,38
50105,486,49
50106,476,49
50107,78,9
50108,83,9
50119,27,6
50120,27,7
51027,430,26
51028,430,29
51029,565,31
51030,566,34
51033,187,8
51034,187,7
51111,56,9
51112,56,9
51113,56,9
51114,56,9
51115,56,9
51116,56,9
51135,9,2
51136,9,2
51137,9,2
51138,9,2
51139,9,2
51140,9,2
51141,9,2
51142,9,2
51145,9,2
51146,9,2
51147,9,2
51148,9,2
51149,9,2
51150,9,2
51151,108,8
51152,109,11
51153,444,48
51154,444,47
51157,306,37
51158,306,37
51181,262,30
51182,262,30
51183,361,36
51184,339,37
51187,642,71
51188,642,71
51189,610,64
51190,609,64
51195,132,15
51196,132,16
51197,318,35
51198,318,36
51239,22,4
51240,22,4
51253,115,16
51254,115,12
51255,88,12
51256,88,12
51259,78,12
51260,78,11
51261,104,11
51262,104,12
51285,397,46
51286,397,47
51293,167,20
51294,167,18
51317,91,19
51318,91,20
51347,120,16
51348,43,6
51350,77,11
51401,314,34
51402,311,34
51405,212,24
51406,212,24
51407,47,8
51408,47,6
51409,325,42
51410,326,41
51411,229,29
51412,208,24
51419,278,35
51420,279,33
51421,769,83
51422,769,76
51423,123,15
51424,123,15
51425,427,36
51426,437,35
51427,47,7
51428,47,7
51429,54,8
51430,54,9
51431,188,22
51432,188,21
51433,523,52
51434,511,52
51435,145,19
51436,145,19
51437,189,17
51438,189,17
51441,180,24
51442,180,24
51451,120,16
51452,121,16
51458,20,2
51461,137,17
51462,137,16
51463,137,16
51464,137,16
51601,261,31
51602,264,31
51603,263,32
51604,266,32
51605,256,28
51606,253,28
51607,118,17
51608,118,17
51609,118,17
51610,118,17
51611,303,38
51612,303,38
51671,434,44
51672,434,44
51673,434,40
51674,434,40
51675,316,34
51676,316,34
51678,81,11
51679,316,36
51680,316,36
51685,32,5
51686,33,5
51687,32,5
51688,33,5
51701,238,26
51702,238,26
51703,124,18
51704,121,17
51705,121,17
51706,121,17
51708,124,18
51753,401,30
51754,403,30
51755,86,11
51756,86,11
51763,77,10
51764,77,10
51765,77,10
51766,77,10
51803,221,26
51804,221,26
51805,291,31
51806,291,31
51807,191,20
51811,151,20
51812,151,20
51813,295,38
51814,295,39
51815,204,25
51816,204,25
51817,254,26
51818,254,27
51821,63,6
51822,63,6
51827,381,44
51828,381,44
51829,297,35
51830,297,30
51831,204,25
51832,204,25
51861,13,2
51862,13,2
51863,13,2
51864,13,2
51865,13,2
51866,13,2
51867,13,2
51868,13,2
51869,13,2
51870,13,2
51881,107,14
51882,107,14
51883,345,31
51884,345,31
51885,152,18
51886,154,18
51901,190,31
51902,194,32
51905,93,24
