Train_No,Total_Distance,Number_of_Stops
63235,89,11
63237,152,21
63238,152,20
63240,89,11
63241,94,26
63242,91,13
63243,94,26
63244,94,26
63245,91,17
63246,91,17
63247,91,13
63248,94,26
63249,91,16
63250,85,14
63251,91,18
63252,91,17
63253,91,15
63254,94,24
63255,91,13
63256,91,13
63257,94,26
63258,94,26
63259,91,18
63260,94,21
63261,139,27
63262,139,24
63263,117,20
63264,207,31
63271,89,15
63272,89,15
63273,20,6
63274,18,7
63275,20,6
63276,18,7
63279,93,20
63280,120,25
63283,120,25
63284,120,25
63285,120,24
63286,93,20
63289,85,14
63290,85,14
63291,85,14
63292,85,14
63293,118,18
63294,118,18
63295,203,28
63296,203,28
63501,106,3
63502,106,34
63505,104,14
63506,105,14
63507,104,14
63508,105,14
63509,104,14
63510,105,14
63511,104,14
63512,105,14
63513,104,14
63514,105,14
63515,104,14
63516,105,14
63517,104,14
63518,105,14
63519,104,14
63520,105,14
63521,104,14
63522,105,14
63523,104,14
63524,105,14
63525,104,14
63526,105,14
63527,42,6
63528,42,6
63529,100,18
63530,101,17
63531,72,14
63532,73,14
63533,72,14
63534,73,14
63535,72,13
63536,73,14
63537,72,14
63538,73,14
63541,88,18
63542,88,18
63543,88,18
63544,88,17
63545,58,13
63546,58,12
63547,74,15
63548,76,14
63549,124,22
63550,122,23
63551,58,13
63552,58,13
63553,479,83
63554,479,83
63561,110,16
63562,116,16
63563,110,16
63564,110,16
63565,43,5
63566,43,5
63567,154,20
63568,154,20
63569,110,14
63570,116,16
63571,131,20
63572,131,20
63573,97,13
63574,97,13
63581,111,19
63582,111,19
63583,111,19
63584,111,19
63591,137,21
63592,137,21
63593,80,15
63594,80,15
63595,193,26
63596,193,26
63597,198,29
63598,200,29
64001,88,18
64002,88,18
64003,44,10
64004,56,14
64011,65,16
64012,65,16
64013,65,16
64014,65,16
64015,65,16
64016,65,16
64017,65,16
64018,11,6
64019,65,15
64031,36,13
64032,36,12
64034,36,12
64036,36,10
64051,77,16
64052,77,17
64053,79,17
64055,79,18
64057,77,17
64061,57,13
64062,57,13
64064,57,13
64071,44,14
64073,94,16
64074,96,16
64075,53,11
64076,53,11
64077,53,11
64078,53,11
64080,53,11
64082,53,11
64084,53,11
64087,28,17
64088,7,4
64089,35,21
64090,35,21
64091,43,23
64092,35,21
64093,25,14
64094,25,14
64095,32,18
64096,25,14
64097,11,6
64098,25,14
64101,125,21
64102,125,21
64103,125,21
64104,54,10
64105,131,24
64106,82,15
64107,54,10
64108,82,15
64109,71,18
64110,131,24
64111,92,19
64112,64,14
64113,99,22
64114,131,24
64151,125,21
64152,125,21
64153,139,16
64154,78,11
64155,86,11
64156,139,16
64157,114,16
64158,86,11
64159,83,10
64160,115,18
64161,106,13
64162,83,12
64163,12,3
64164,106,13
64165,78,11
64167,185,32
64168,185,32
64201,73,13
64202,73,13
64203,73,13
64204,73,13
64205,73,13
64206,73,13
64207,73,13
64208,73,13
64209,73,14
64210,73,13
64211,73,13
64212,73,13
64213,73,13
64214,85,16
64216,85,16
64221,164,22
64222,164,22
64231,28,5
64232,28,5
64234,28,5
64235,101,17
64236,101,17
64251,73,13
64252,73,13
64253,84,16
64254,73,13
64255,84,16
64257,73,13
64260,86,15
64271,36,10
64272,36,10
64273,36,10
64274,36,10
64275,36,10
64281,139,18
64282,139,18
64401,19,5
64402,19,5
64403,19,5
64404,19,5
64406,19,5
64407,19,5
64408,19,5
64409,23,7
64410,25,8
64411,21,8
64412,19,5
64414,19,5
64415,25,6
64417,28,10
64418,28,10
64419,30,10
64420,30,9
64421,25,6
64422,25,6
64423,25,7
64424,25,7
64425,25,8
64426,25,8
64427,25,8
64428,25,7
64429,25,8
64430,25,7
64431,25,7
64432,25,7
64433,25,8
64434,28,10
64437,28,9
64439,28,9
64441,25,7
64443,28,10
64445,19,5
64449,25,8
64450,25,8
64451,88,18
64452,155,28
64453,88,18
64454,155,28
64461,164,32
64462,164,32
64463,156,18
64464,89,19
64465,156,29
64466,89,19
64470,89,19
64471,114,26
64472,114,26
64481,108,17
64482,41,7
64483,41,7
64491,53,11
64492,53,11
64493,46,8
64494,46,8
64496,89,14
64501,81,13
64502,81,13
64504,81,13
64511,238,32
64512,238,32
64513,238,32
64514,157,20
64515,157,20
64516,157,20
64517,157,20
64518,157,20
64521,113,14
64522,113,14
64523,113,14
64524,113,14
64531,88,17
64532,108,17
64533,88,18
64534,114,26
64536,88,18
64541,108,17
64542,108,17
64543,108,17
64545,41,7
64546,41,7
64547,41,7
64548,41,7
64551,135,21
64552,135,19
64553,153,24
64554,153,24
64555,59,11
64556,59,11
64557,180,28
64558,180,28
64559,180,28
64560,180,28
64561,261,40
64562,261,40
64563,215,23
64564,215,23
64565,192,30
64566,192,30
64567,103,20
64568,103,20
64569,87,13
64570,89,13
64581,161,26
64582,161,26
64583,203,31
64584,203,32
64585,5,2
64586,5,2
64587,225,29
64588,225,29
64589,78,12
64590,78,12
64591,194,31
64592,194,31
64593,77,13
64594,77,13
64595,152,20
64596,152,20
64901,118,22
64902,119,22
64903,158,27
64904,160,27
64905,134,21
64906,77,17
64908,44,14
64910,148,26
64911,71,17
64912,71,17
64913,69,17
64914,69,17
64915,69,17
64916,69,17
64931,69,17
64932,69,17
64951,83,15
64952,83,15
64953,180,26
64955,28,8
64956,28,8
64957,133,19
64958,137,19
64959,94,14
66000,21,7
66001,41,11
66002,21,7
66003,20,7
66004,21,7
66005,20,7
66006,21,11
66007,20,7
66008,68,14
66009,68,14
66010,68,14
66011,68,14
66012,41,11
66013,68,9
66014,77,11
66015,68,14
66016,70,12
66017,140,18
66018,140,18
66019,202,27
66020,204,27
66021,68,6
66022,62,13
66025,82,16
66026,82,21
66027,82,16
66028,82,21
66029,93,12
66030,93,12
66031,93,12
66032,93,12
66033,131,16
66034,131,16
66035,82,16
66036,82,21
66037,93,10
66038,93,12
66039,78,12
66040,68,14
66041,108,15
66042,108,11
66043,95,11
66044,95,14
66045,67,5
66046,67,5
66047,148,14
66048,146,15
66049,78,12
66050,77,12
66051,20,7
66052,21,7
66053,42,12
66054,20,5
66300,155,25
66301,155,25
66302,140,25
66303,142,25
66304,151,32
66305,151,32
66307,155,25
66308,155,25
66309,142,17
66310,140,17
66511,85,17
66512,86,16
66513,17,6
66514,73,15
66515,74,14
66516,16,6
66517,16,6
66518,17,6
66519,86,11
66520,87,11
66523,98,16
66524,98,16
66527,34,5
66528,34,5
66529,102,16
66530,68,12
66531,68,12
66532,85,17
66533,73,14
66534,92,13
66535,44,8
66536,44,9
66537,44,9
66538,44,9
66539,44,9
66540,44,9
66541,21,7
66542,21,7
66543,102,17
66544,102,16
66600,100,15
66601,100,15
66602,159,22
66603,159,22
66604,98,14
66605,98,14
66606,58,8
66607,58,8
66608,158,22
66609,159,22
66611,149,28
66612,150,28
67247,121,17
67248,103,18
67249,113,16
67250,113,16
67251,31,7
67253,31,7
67254,32,6
67255,25,5
67256,106,20
67257,106,20
67258,25,5
67259,32,6
67260,138,27
67261,149,26
67262,149,24
67263,138,27
67264,163,18
67265,163,18
67266,143,17
67267,163,18
67269,104,12
67270,104,12
67271,121,16
67272,122,18
67273,32,6
67274,32,6
67275,59,16
67276,59,16
67277,96,21
67278,96,21
67279,154,19
67280,154,19
67282,142,18
67291,60,10
67292,60,10
67293,60,10
67294,130,18
67295,79,15
67296,97,11
67297,138,25
67298,138,25
67299,149,27
67300,149,28
68001,148,14
68003,215,23
68004,214,23
68005,137,18
68006,137,19
68007,188,43
68008,147,14
68009,62,9
68010,62,9
68011,137,18
68012,137,18
68013,137,19
68014,137,18
68015,137,18
68016,137,18
68017,238,39
68018,238,39
68019,284,40
68020,284,41
68021,120,18
68022,120,18
68023,188,27
68024,189,27
68047,40,6
68048,40,6
68053,71,11
68054,70,11
68055,171,29
68056,170,29
68057,39,7
68058,39,7
68059,112,19
68060,112,19
68063,41,9
68069,41,9
68070,41,9
68071,70,16
68072,40,9
68073,11,5
68074,40,12
68075,29,5
68076,29,5
68077,40,9
68078,40,9
68079,37,7
68080,37,7
68081,53,8
68082,84,13
68088,121,19
68089,155,20
68090,155,20
68091,51,9
68092,51,7
68093,51,10
68094,51,10
68097,108,15
68098,108,15
68643,8,2
68644,8,2
68645,8,2
68646,8,2
68685,130,22
68686,117,18
68688,117,18
68689,117,18
68690,130,22
68701,48,10
68702,41,11
68703,48,10
68704,41,11
68705,109,18
68706,214,33
68707,48,10
68708,34,11
68709,109,18
68710,102,19
68711,73,9
68712,73,9
68713,127,17
68714,126,17
68715,127,17
68716,126,17
68717,48,10
68718,41,7
68719,112,15
68721,109,18
68723,73,9
68724,175,27
68725,48,10
68726,41,10
68727,112,15
68728,111,15
68729,109,18
68730,102,19
68731,97,15
68732,97,15
68733,97,15
68734,97,15
68735,135,18
68736,135,17
68737,135,18
68738,133,15
68739,100,13
68740,100,13
68741,133,17
68742,133,17
68743,127,17
68744,126,17
68745,209,29
68746,209,28
68747,320,37
68748,318,37
68749,215,25
68750,215,25
69101,99,20
69102,99,20
69104,35,9
69105,63,13
69106,63,13
69107,99,20
69108,99,20
69109,128,23
69110,128,24
69111,128,23
69112,128,23
69113,99,20
69114,99,20
69115,99,20
69116,63,7
69117,146,21
69118,147,21
69119,146,21
69120,147,21
69121,72,11
69122,72,11
69123,78,13
69124,78,13
69125,78,13
69126,78,13
69127,63,13
69128,63,13
69129,63,13
69130,63,13
69131,31,5
69132,31,5
69133,29,6
69134,29,6
69135,29,6
69136,29,6
69137,35,8
69138,35,8
69139,232,34
69140,206,30
69141,117,22
69142,117,22
69143,89,12
69144,89,12
69145,78,13
69146,78,13
69147,78,13
69149,265,41
69150,265,42
69151,68,13
69152,68,13
69153,54,9
69154,54,9
69161,137,20
69164,137,19
69165,65,11
69166,65,11
69167,65,9
69168,65,11
69169,160,23
69171,58,11
69172,58,12
69173,63,8
69174,89,10
69181,114,14
69182,114,14
69183,44,6
69184,44,6
69185,54,8
69186,54,8
69187,114,14
69188,114,14
69189,152,23
69190,153,23
69191,95,17
69192,95,17
69195,61,6
69196,61,6
70101,115,12
70102,119,12
70103,115,12
70104,119,12
70105,324,30
70106,326,30
71081,41,6
71082,86,13
71083,41,6
71084,41,6
71085,41,6
71086,41,6
71088,51,8
71089,105,13
71092,105,17
71093,41,6
71094,41,6
71095,105,13
71096,105,13
71401,43,6
71402,121,16
71403,77,11
71404,121,16
71405,43,6
71407,77,11
71408,77,11
71409,77,11
71410,77,11
71411,77,11
71413,265,32
71414,265,33
71415,265,33
71416,265,31
71901,51,8
71902,51,8
71903,148,22
71904,148,22
71905,51,8
71906,51,8
71907,148,22
71908,148,22
71909,136,15
71910,136,15
72171,18,4
72172,18,4
72173,18,4
72174,18,4
72175,18,4
72176,18,4
72177,18,4
72178,18,4
72179,18,4
72180,18,4
72203,34,6
72204,35,6
72205,34,6
72206,35,6
72207,34,6
72208,35,6
72209,34,6
72210,35,6
72451,95,3
72452,95,3
73011,111,19
73012,111,19
73021,59,11
73022,59,11
73031,65,13
73032,65,13
73033,44,9
73034,44,9
73035,127,23
73036,127,23
73037,54,10
73038,54,10
73151,261,48
73152,261,48
73211,10,5
73212,10,5
73213,19,12
73214,19,12
73215,6,7
73216,6,7
73261,64,12
73262,64,12
73263,64,12
73264,64,12
73421,45,13
73422,44,13
73425,45,10
73426,45,10
73427,45,11
73428,45,11
73429,47,13
73430,47,14
73451,56,10
73452,56,10
73453,56,10
73454,56,10
73461,28,5
73462,28,5
73463,28,5
73464,28,5
73538,132,18
73539,132,18
73581,61,9
73582,61,9
73901,39,2
73902,39,2
73903,39,2
73904,39,2
73905,39,2
73911,28,6
73912,28,2
73913,28,2
73914,28,6
73916,28,2
74001,82,18
74002,82,18
74003,82,18
74004,82,18
74011,69,17
74012,69,17
74013,246,41
74014,247,41
74015,138,16
74016,138,16
74017,81,8
74018,81,8
74019,89,14
74020,89,14
74021,163,36
74022,93,24
74023,93,24
74024,163,36
74025,93,24
74026,93,24
74027,54,15
74028,54,15
74029,89,14
74030,89,14
74031,11,3
74032,47,11
74033,47,11
74034,11,3
74035,11,3
74036,47,11
74037,47,11
74038,11,3
74201,172,25
74202,172,25
74301,47,9
74302,47,8
74303,47,9
74304,47,9
74305,47,9
74306,47,9
74601,49,6
74602,49,6
74603,49,6
74604,49,6
74605,49,6
74606,49,6
74607,49,6
74608,49,6
74611,89,12
74612,89,12
74613,45,6
74614,134,17
74615,134,17
74616,45,6
74617,45,6
74618,45,6
74619,134,9
74620,134,9
74621,45,6
74622,45,6
74623,45,6
74624,45,6
74625,134,17
74626,134,17
74627,134,17
74628,134,17
74629,134,17
74630,134,17
74631,89,12
74632,89,12
74633,89,12
74634,89,12
74635,89,12
74636,89,12
74637,89,12
74638,89,12
74639,89,12
74640,89,12
74641,68,10
74642,78,12
74643,78,12
74644,78,11
74645,170,22
74646,170,21
74647,56,8
74648,77,10
74651,53,9
74652,45,8
74653,45,8
74654,45,8
74655,45,8
74656,45,8
74657,45,8
74658,53,9
74661,25,4
74662,25,4
74663,25,4
74664,25,4
74671,106,17
74672,106,17
74673,98,16
74674,98,16
74675,106,16
74676,106,16
74681,77,5
74682,77,5
74683,72,4
74684,77,5
74685,72,4
74686,72,4
74687,77,5
74688,72,4
74691,58,6
74692,58,6
74801,14,2
74802,14,2
74803,14,2
74804,14,2
74805,14,2
74806,14,2
74807,14,2
74808,14,2
74809,14,2
74810,14,2
74811,14,2
74812,14,2
74813,14,2
74814,14,2
74815,14,2
74816,14,2
74817,14,2
74818,14,2
74831,185,19
74832,185,19
74833,313,29
74834,313,29
74835,471,49
74836,471,49
74837,348,39
74838,348,39
74839,208,24
74840,209,24
74841,302,35
74842,303,35
74843,208,24
74844,209,24
74845,211,28
74846,211,28
74847,211,28
74848,211,28
74849,48,8
74850,47,8
74851,48,8
74852,47,8
74853,48,8
74854,47,8
74855,142,14
74856,142,14
74857,90,9
74858,90,9
74901,115,18
74902,115,18
74903,115,18
74904,115,18
74906,53,6
74907,53,6
74909,152,19
74910,152,19
74911,42,7
74912,42,7
74913,42,7
74914,42,7
74915,42,7
74916,42,7
74917,42,7
74918,42,7
74919,42,7
74920,42,7
74923,121,18
74924,111,16
74931,117,18
74932,117,15
74933,117,18
74934,117,18
74935,117,18
74936,117,18
74937,117,18
74938,117,18
74939,117,14
74940,117,18
74941,31,2
74942,31,2
74943,31,2
74944,31,2
74945,31,2
74946,31,2
74947,31,2
74948,31,2
74951,87,17
74952,87,17
74953,87,17
74954,87,17
74961,123,20
74962,123,20
74963,123,20
74964,123,20
74965,77,15
74966,77,15
74967,77,15
74968,77,15
74969,77,15
74970,77,15
74971,88,14
74972,88,14
74973,88,14
74974,88,14
74975,88,14
74976,88,14
74977,88,14
74978,88,14
74981,80,13
74982,80,13
74983,80,13
74984,80,13
74985,122,19
74986,122,18
74987,122,14
74988,122,19
74991,215,23
74992,215,23
74993,41,7
74994,41,7
75002,220,36
75003,112,22
75004,112,22
75005,221,36
75007,220,24
75008,220,24
75009,127,22
75010,98,18
75011,138,24
75012,166,27
75013,81,19
75014,81,19
75015,81,19
75016,81,19
75101,136,22
75102,136,22
75103,126,20
75104,117,20
75105,214,37
75106,214,37
75107,118,22
75109,88,14
75111,154,25
75112,156,25
75113,156,24
75114,156,24
75115,203,30
75116,203,30
75201,53,13
75202,53,12
75207,169,23
75208,169,22
75209,105,16
75210,105,16
75211,111,19
75212,111,19
75213,29,5
75214,29,5
75221,53,12
75222,53,13
75225,187,23
75226,187,23
75227,187,29
75228,150,16
75229,150,16
75230,187,31
75231,129,18
75232,129,20
75233,82,9
75234,82,9
75235,87,13
75236,87,13
75237,159,20
75238,159,19
75253,37,8
75254,37,8
75255,132,14
75256,132,14
75271,97,17
75272,97,17
75273,97,17
75274,97,17
75279,54,7
75280,54,5
75707,217,28
75708,217,28
75713,181,20
75714,181,20
75715,210,30
75716,210,30
75717,183,29
75718,183,29
75719,251,45
75720,251,44
75721,63,12
75722,64,12
75723,208,19
75724,208,19
75727,100,8
75728,100,7
75729,167,16
75730,166,16
75733,33,8
75734,33,8
75735,33,8
75736,33,8
75737,33,8
75738,33,8
75739,33,8
75740,33,8
75743,204,33
75744,204,33
75745,107,19
75746,108,19
75747,40,11
75748,40,11
75749,61,15
75750,61,15
75901,54,4
75902,101,14
75903,101,14
75904,54,4
75905,47,4
75906,101,14
75907,101,14
75908,47,4
75911,40,8
75912,39,8
76501,17,2
76502,17,2
76503,17,2
76504,17,2
76505,81,12
76506,81,10
76507,64,10
76508,68,11
76523,62,9
76524,61,9
76525,201,31
76526,201,31
76551,157,22
76552,157,22
76553,150,15
76554,150,15
76800,26,9
76803,26,9
76804,26,9
76805,93,12
76806,93,12
76807,150,14
76808,150,14
76812,94,19
76813,28,4
76814,10,2
76815,94,19
76817,10,2
76818,27,6
76820,49,8
76821,49,9
76822,49,9
76823,49,9
76824,49,9
76825,70,16
76826,70,16
76827,49,9
76828,49,9
76829,49,9
76830,89,10
76831,89,10
76833,75,15
76834,75,15
76835,75,18
76836,75,18
76837,127,11
76838,127,11
76839,89,10
76840,89,10
76841,180,26
76842,180,27
76845,122,23
76846,122,23
76847,139,17
76848,139,17
76849,139,17
76850,139,17
76851,145,26
76852,145,25
76853,134,25
76854,134,25
77201,44,4
77202,94,15
77203,94,21
77204,94,21
77205,30,8
77206,109,20
77207,81,14
77208,80,12
77209,36,8
77211,36,8
77212,81,18
77213,44,11
77214,44,11
77215,81,18
77216,36,8
77218,81,18
77219,36,8
77220,36,7
77221,32,6
77222,59,12
77223,59,12
77224,59,12
77225,33,8
77226,33,8
77227,33,8
77228,33,8
77229,59,12
77230,32,6
77231,109,24
77232,65,14
77233,29,6
77234,36,8
77235,36,8
77237,70,18
77238,68,18
77239,47,10
77240,46,12
77241,99,21
77242,68,15
77243,49,12
77244,46,9
77245,25,5
77246,33,7
77247,33,6
77248,169,23
77249,143,19
77250,25,5
77251,141,14
77252,144,14
77253,145,13
77254,146,14
77255,142,14
77256,144,14
77257,83,5
77258,83,5
77259,148,8
77260,148,8
77261,81,18
77262,81,18
77263,44,9
77264,94,19
77265,76,11
77266,46,12
77267,65,13
77268,44,9
77269,81,18
77270,81,18
77271,44,12
77272,44,12
77273,47,3
77274,47,3
77281,31,8
77282,25,5
77283,32,6
77284,32,6
77285,25,5
77286,31,8
77287,31,8
77288,25,5
77289,32,6
77290,25,5
77291,177,23
77292,178,25
77293,70,17
77294,98,25
77295,171,36
77297,130,17
77298,272,45
77401,161,12
77402,161,12
77403,161,12
77404,161,12
77405,14,3
77406,14,3
77414,121,13
77415,122,15
77416,49,9
77417,50,9
77418,197,22
77419,197,21
77601,26,14
77602,39,23
77603,40,17
77604,25,20
77605,27,21
77606,40,17
77607,26,14
77608,26,14
77609,53,26
77610,40,17
77611,13,11
77612,13,11
77613,40,17
77614,40,17
77615,26,14
77616,26,14
77617,40,17
77618,40,17
77619,26,14
77622,52,7
77623,52,7
77630,27,14
77631,13,4
77632,13,4
77633,13,4
77634,13,4
77635,13,4
77638,13,4
77640,13,4
77641,13,4
77642,13,4
77643,13,4
77645,27,14
77647,13,4
77649,27,14
77651,108,8
77652,108,8
77653,52,4
77654,52,4
77655,108,8
77656,108,8
77657,253,19
77658,253,19
77671,105,17
77672,105,21
77673,154,18
77674,154,18
77675,154,17
77676,59,6
77677,59,6
77678,154,17
77679,39,23
77680,39,23
77681,39,23
77682,39,23
77683,151,14
77684,151,14
77689,57,5
77690,57,5
77691,151,14
77693,237,22
77694,237,21
77695,129,14
77696,129,14
78009,55,8
78010,55,8
78011,55,8
78012,72,11
78013,69,10
78014,17,5
78015,17,5
78016,69,10
78017,69,10
78018,17,5
78019,17,5
78020,51,7
78031,116,9
78032,116,9
78033,147,19
78034,147,19
78051,113,26
78052,113,26
78053,113,26
78054,113,26
78055,113,26
78056,113,26
78057,40,8
78058,40,8
78059,113,26
78060,113,26
78061,113,26
78101,96,15
78102,96,15
78103,150,23
78104,150,23
78502,27,8
78503,165,28
78504,165,28
78505,73,10
78511,16,4
78512,16,4
78513,16,4
78514,16,4
78515,16,4
78516,16,4
78517,16,4
78518,16,4
78519,16,4
78520,16,4
78531,60,10
78534,142,18
78801,89,16
78802,87,16
78803,89,16
78804,87,16
78805,89,16
78806,87,16
78807,60,12
78808,58,12
78809,89,16
78810,87,16
78811,47,9
78812,46,9
78813,47,9
78814,46,9
78815,149,19
78816,129,18
78817,89,10
78818,104,11
78819,249,28
78820,249,28
78821,89,16
78822,87,16
78824,89,10
78825,87,10
78826,87,10
78827,89,10
79301,242,26
79302,242,26
79303,188,19
79304,188,18
79305,139,20
79306,139,20
79307,21,6
79308,21,6
79309,139,20
79310,139,20
79311,21,6
79312,21,6
79313,139,20
79314,139,20
79315,21,6
79316,21,6
79317,139,20
79318,139,20
79319,21,6
79320,21,6
79321,21,6
79322,21,6
79323,21,6
79324,21,6
79325,21,6
79326,21,6
79413,51,13
79414,51,13
79415,51,13
79416,51,13
79417,51,13
79418,51,13
79419,51,13
79420,51,13
79421,51,13
79422,51,13
79423,51,13
79424,51,13
79425,51,13
79426,51,13
79427,51,13
79428,51,13
79429,63,5
79430,63,5
79431,68,10
79432,68,10
79433,109,15
79434,109,15
79435,109,15
79436,109,15
79437,118,17
79438,117,17
79441,28,5
79442,28,5
79443,28,5
79444,28,5
79445,98,14
79446,28,5
79447,28,5
79448,28,6
79449,47,7
79450,47,7
79451,28,5
79452,28,5
79453,28,5
79454,98,16
79455,105,19
79456,105,19
79457,36,2
79458,36,2
79459,36,2
79460,36,2
79481,39,2
79482,39,2
79483,39,2
79484,39,2
79485,1,2
79486,1,2
79487,1,2
79488,1,2
79489,1,2
79490,1,2
82355,1712,7
82601,649,11
82606,649,15
82631,695,13
82635,849,18
82651,3211,22
82652,3212,22
82653,2440,22
82654,2440,18
82665,668,15
82666,663,15
90540,60,2
90981,59,2
91392,10,2
91393,10,2
91394,10,2
91395,10,2
91396,10,2
91491,10,2
93001,63,2
93002,101,2
93003,63,2
93004,63,2
93005,123,2
93006,123,2
93007,123,2
93008,89,2
93009,101,2
93010,63,2
93011,63,2
93012,63,2
93013,89,2
93014,63,2
93015,123,2
93016,123,2
93017,63,2
93018,63,2
93019,63,2
93020,113,2
93021,63,2
93022,113,2
93023,63,2
93024,63,2
93025,123,2
93026,123,2
93027,113,2
93028,123,2
93029,113,2
93030,123,2
93031,63,8
93032,63,2
93033,123,2
93034,63,9
93101,63,9
93102,63,9
93103,123,17
93104,63,9
93105,63,9
93109,63,9
95001,49,10
95002,49,8
95003,49,10
95004,49,8
95005,49,10
95006,49,8
95007,49,10
95008,49,8
95009,49,10
95010,49,8
95011,49,10
95012,49,8
95013,49,8
95101,46,9
95102,46,7
95103,46,9
95104,46,7
95105,46,9
95106,46,7
95107,46,9
95108,46,7
95109,46,9
95110,46,7
95111,46,9
95112,46,7
95113,46,9
95114,46,7
95115,46,9
95116,46,7
95117,46,9
95118,46,7
95119,46,9
95120,46,7
95121,46,9
95122,46,7
95123,46,9
95124,46,7
95125,46,9
95126,46,7
95127,46,9
95128,46,7
95129,46,9
95130,46,7
95131,46,9
95132,46,7
95134,46,7
95136,46,7
95138,46,7
95140,46,7
95142,46,7
95144,46,7
95201,14,5
95202,14,3
95203,14,5
95204,14,3
95205,14,5
95206,14,3
95207,14,5
95208,14,3
95209,14,5
95210,14,3
95211,14,5
95212,14,3
95213,14,5
95214,14,3
95215,14,5
95216,14,3
95217,14,5
95218,14,3
95219,14,5
95220,14,3
95221,14,5
95222,14,3
95223,14,5
95224,14,3
95225,14,5
95226,14,3
95227,14,5
95228,14,3
95229,14,5
95230,14,3
95231,14,5
95232,14,3
95233,14,5
95234,14,3
95235,14,5
95236,14,3
95237,14,5
95239,14,5
95241,14,5
95301,6,4
95302,6,2
95303,6,4
95304,6,2
95305,6,4
95306,6,2
95307,6,4
95308,6,2
95309,6,4
95310,6,2
95311,6,4
95312,6,2
95313,6,4
95314,6,2
95315,6,4
95316,6,2
95317,6,4
95318,6,2
95319,6,4
95320,6,2
95321,6,4
95322,6,2
95323,6,4
95324,6,2
95325,6,4
95326,6,2
95327,6,4
95328,6,2
95329,6,4
95330,6,2
95331,6,4
95332,6,2
95334,6,2
95336,6,2
95338,6,2
95340,6,2
95342,6,2
95401,67,12
95402,67,10
95403,67,12
95404,67,10
95405,67,12
95406,67,10
95407,67,12
95408,67,10
95409,67,12
95410,67,10
95411,67,12
95412,67,10
95413,67,12
95414,67,10
95415,67,12
95416,67,10
95417,67,12
95418,67,10
95419,67,12
95420,67,10
95421,67,12
95422,67,10
95423,67,12
95424,67,10
95425,67,12
95426,67,10
95428,67,10
95430,67,10
95501,32,7
95502,32,5
95503,32,7
95504,32,5
95505,32,7
95506,32,5
95507,32,7
95508,32,5
95509,32,7
95510,32,5
95511,32,7
95512,32,5
95513,32,7
95514,32,5
95515,32,7
95516,32,5
95517,32,7
95601,10,4
95602,10,2
95603,10,4
95604,10,2
95605,10,4
95606,10,2
95607,10,4
95608,10,2
95609,10,4
95610,10,2
95611,10,4
95612,10,2
95613,10,4
95614,10,2
95615,10,4
95616,10,2
95617,10,4
95619,10,4
95701,53,7
95702,53,17
95703,53,9
95704,53,9
95705,53,9
95706,44,12
95707,53,16
95708,53,13
95709,53,16
95710,53,14
95711,53,17
95712,53,9
95713,44,6
95714,53,14
95715,53,14
95716,53,13
95717,53,8
95718,53,14
95719,53,8
95720,53,14
95721,53,19
95722,44,6
95723,44,7
95724,53,8
95725,44,7
95726,53,8
95727,53,14
95728,53,14
95729,44,12
95730,44,6
95731,53,13
95732,53,13
95733,53,14
95734,44,6
95735,44,12
95736,53,13
95737,53,14
95738,53,14
95739,53,9
95740,53,2
95741,53,14
95742,53,14
95743,53,17
95744,53,8
95745,53,9
95746,53,9
95801,48,11
95802,48,12
95804,48,11
95805,48,14
95808,48,11
95901,33,6
95902,33,7
95903,33,7
95904,33,7
95905,33,5
95906,33,7
95907,33,6
95908,33,7
95909,33,6
95910,33,7
95911,33,6
95912,33,7
95913,33,10
95917,33,6
95919,33,9
96001,2,2
96002,2,2
96003,49,10
96004,2,2
96005,2,2
96006,2,2
96007,2,2
96008,2,2
96009,2,2
96010,2,2
96011,2,2
96012,2,2
96013,2,2
96014,2,2
96015,2,2
96016,2,2
96017,2,2
96018,2,2
96019,49,10
96020,49,8
96022,2,2
96101,46,9
96102,46,7
96103,46,9
96104,46,7
96105,46,9
96106,46,7
96107,46,9
96108,46,7
96109,46,9
96110,46,7
96111,46,9
96112,46,7
96113,46,9
96114,99,30
96115,46,9
96116,99,30
96117,46,9
96119,46,9
96121,46,9
96201,14,5
96202,14,3
96203,14,5
96204,14,3
96205,14,5
96206,14,3
96207,14,5
96208,14,3
96209,14,5
96210,14,3
96211,14,5
96212,14,3
96213,14,5
96214,14,3
96215,14,5
96216,14,3
96217,14,5
96218,14,3
96219,14,5
96220,14,3
96221,14,5
96222,14,3
96223,14,5
96224,14,3
96225,14,5
96226,14,3
96227,14,5
96228,14,3
96232,14,3
96234,14,3
96236,67,26
96301,6,4
96302,6,2
96303,6,4
96304,6,2
96305,6,4
96306,6,2
96307,6,4
96308,6,2
96309,6,4
96310,6,2
96311,6,4
96312,6,2
96313,6,4
96314,6,2
96315,6,4
96316,6,2
96317,6,4
96318,6,2
96319,6,4
96320,6,2
96321,6,4
96322,6,2
96323,6,4
96324,6,2
96325,6,4
96326,6,2
96327,6,4
96328,6,2
96329,6,4
96330,6,2
96331,6,4
96332,6,2
96333,6,4
96334,6,2
96335,6,4
96336,59,25
96337,6,4
96339,6,4
96341,6,4
96343,6,4
96345,6,4
96401,67,12
96402,67,10
96403,67,12
96404,67,10
96405,67,12
96406,67,10
96407,67,12
96409,67,12
96501,21,4
